date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:52:49	115352/115352	---MCZ	200	added ('OK')	text/html	etag:%22-Gs6sA%22	https://heliospsych.com/	C:/My%20Web%20Sites/test3/heliospsych.com/index.html	(from )
00:52:49	287/287	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Jul%202024%2004:52:47%20GMT	https://heliospsych.com/robots.txt		(from )
00:52:49	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2004%20Jul%202024%2004:52:48%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/test3/www.googletagmanager.com/gtm.05445.delayed	(from https://heliospsych.com/)
00:52:49	1813/1813	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/apple-touch-icon-57x57.png	C:/My%20Web%20Sites/test3/heliospsych.com/apple-touch-icon-57x57.png	(from https://heliospsych.com/)
00:52:50	4061/4061	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/apple-touch-icon-114x114.png	C:/My%20Web%20Sites/test3/heliospsych.com/apple-touch-icon-114x114.png	(from https://heliospsych.com/)
00:52:50	2348/2348	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/apple-touch-icon-72x72.png	C:/My%20Web%20Sites/test3/heliospsych.com/apple-touch-icon-72x72.png	(from https://heliospsych.com/)
00:52:51	5467/5467	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/apple-touch-icon-144x144.png	C:/My%20Web%20Sites/test3/heliospsych.com/apple-touch-icon-144x144.png	(from https://heliospsych.com/)
00:52:51	1931/1931	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/apple-touch-icon-60x60.png	C:/My%20Web%20Sites/test3/heliospsych.com/apple-touch-icon-60x60.png	(from https://heliospsych.com/)
00:52:51	4311/4311	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/apple-touch-icon-120x120.png	C:/My%20Web%20Sites/test3/heliospsych.com/apple-touch-icon-120x120.png	(from https://heliospsych.com/)
00:52:52	2488/2488	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/apple-touch-icon-76x76.png	C:/My%20Web%20Sites/test3/heliospsych.com/apple-touch-icon-76x76.png	(from https://heliospsych.com/)
00:52:52	5742/5742	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/apple-touch-icon-152x152.png	C:/My%20Web%20Sites/test3/heliospsych.com/apple-touch-icon-152x152.png	(from https://heliospsych.com/)
00:52:53	7114/7114	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/apple-touch-icon-180x180.png	C:/My%20Web%20Sites/test3/heliospsych.com/apple-touch-icon-180x180.png	(from https://heliospsych.com/)
00:52:53	296/296	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Jul%202024%2004:52:52%20GMT	https://heliospsych.com/favicon-192x192.png	C:/My%20Web%20Sites/test3/heliospsych.com/favicon-192x192.a.delayed	(from https://heliospsych.com/)
00:52:53	296/296	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Jul%202024%2004:52:53%20GMT	https://heliospsych.com/favicon-160x160.png	C:/My%20Web%20Sites/test3/heliospsych.com/favicon-160x160.b.delayed	(from https://heliospsych.com/)
00:52:54	3319/3319	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/favicon-96x96.png	C:/My%20Web%20Sites/test3/heliospsych.com/favicon-96x96.png	(from https://heliospsych.com/)
00:52:54	895/895	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/favicon-16x16.png	C:/My%20Web%20Sites/test3/heliospsych.com/favicon-16x16.png	(from https://heliospsych.com/)
00:52:55	1005/1005	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/favicon-32x32.png	C:/My%20Web%20Sites/test3/heliospsych.com/favicon-32x32.png	(from https://heliospsych.com/)
00:52:55	15086/15086	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:%22-Gs6sA%22	https://heliospsych.com/favicon.ico	C:/My%20Web%20Sites/test3/heliospsych.com/favicon.ico	(from https://heliospsych.com/)
00:52:55	121200/121200	---MCZ	200	added ('OK')	text/css	etag:W/%22ec3bb52a00e176a7181d454dffaea219%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	C:/My%20Web%20Sites/test3/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	(from https://heliospsych.com/)
00:52:55	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/test3/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://heliospsych.com/)
00:52:56	4085/4085	---MC-	200	added ('OK')	text/css	etag:%22-Gs6sA%22	https://heliospsych.com/css/main.css?ver=4	C:/My%20Web%20Sites/test3/heliospsych.com/css/main7dd3.css	(from https://heliospsych.com/)
00:52:56	870/870	---MC-	200	added ('OK')	text/javascript	date:Thu,%2004%20Jul%202024%2004:52:55%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/test3/www.google.com/recaptcha/api.js	(from https://heliospsych.com/)
00:52:57	7008/7008	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/img/logo.png	C:/My%20Web%20Sites/test3/heliospsych.com/img/logo.png	(from https://heliospsych.com/)
00:52:57	9696/9696	---MCZ	200	added ('OK')	text/html	etag:%22-Gs6sA%22	https://heliospsych.com/insurance.html	C:/My%20Web%20Sites/test3/heliospsych.com/insurance.html	(from https://heliospsych.com/)
00:52:58	29493/29493	---MCZ	200	added ('OK')	text/html	etag:%22-Gs6sA%22	https://heliospsych.com/blog.html	C:/My%20Web%20Sites/test3/heliospsych.com/blog.html	(from https://heliospsych.com/)
00:52:58	7381/7381	---MCZ	200	added ('OK')	text/html	etag:%22-Gs6sA%22	https://heliospsych.com/resources.html	C:/My%20Web%20Sites/test3/heliospsych.com/resources.html	(from https://heliospsych.com/)
00:52:58	18272/18272	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/img/helios.png	C:/My%20Web%20Sites/test3/heliospsych.com/img/helios.png	(from https://heliospsych.com/)
00:52:59	1165206/1165206	---MC-	200	added ('OK')	application/pdf	etag:%22-Gs6sA%22	https://heliospsych.com/docs/Adult_Intake_Packet_04-11-2024.pdf	C:/My%20Web%20Sites/test3/heliospsych.com/docs/Adult_Intake_Packet_04-11-2024.pdf	(from https://heliospsych.com/)
00:52:59	979/979	---MC-	200	added ('OK')	image/png	etag:%22-Gs6sA%22	https://heliospsych.com/img/Adobe_PDF_file_icon_32x32.png	C:/My%20Web%20Sites/test3/heliospsych.com/img/Adobe_PDF_file_icon_32x32.png	(from https://heliospsych.com/)
00:53:00	1131365/1131365	---MC-	200	added ('OK')	application/pdf	etag:%22-Gs6sA%22	https://heliospsych.com/docs/Minor_Intake_Packet_04-11-2024.pdf	C:/My%20Web%20Sites/test3/heliospsych.com/docs/Minor_Intake_Packet_04-11-2024.pdf	(from https://heliospsych.com/)
00:53:00	548200/548200	---MC-	200	added ('OK')	application/pdf	etag:%22-Gs6sA%22	https://heliospsych.com/docs/Policy_Packet%20_04-11-2024.pdf	C:/My%20Web%20Sites/test3/heliospsych.com/docs/Policy_Packet%20_04-11-2024.pdf	(from https://heliospsych.com/)
00:53:00	45958/45958	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-hetal-patel.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-hetal-patel.jpg	(from https://heliospsych.com/)
00:53:01	207244/207244	---M--	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-theresa-kelly.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-theresa-kelly.jpg	(from https://heliospsych.com/)
00:53:01	181200/181200	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-greg-napolitano.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-greg-napolitano.jpg	(from https://heliospsych.com/)
00:53:02	67653/67653	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-julia-brown.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-julia-brown.jpg	(from https://heliospsych.com/)
00:53:02	211430/211430	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-haya-altown.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-haya-altown.jpg	(from https://heliospsych.com/)
00:53:02	211350/211350	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-patricia-strieter.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-patricia-strieter.jpg	(from https://heliospsych.com/)
00:53:03	257512/257512	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-jill-thuston.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-jill-thuston.jpg	(from https://heliospsych.com/)
00:53:03	290659/290659	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-carlton-cain.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-carlton-cain.jpg	(from https://heliospsych.com/)
00:53:03	213632/213632	---M--	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-lisa-van-le.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-lisa-van-le.jpg	(from https://heliospsych.com/)
00:53:04	231410/231410	---M--	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-ashley-white.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-ashley-white.jpg	(from https://heliospsych.com/)
00:53:04	187770/187770	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-scott-kristie.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-scott-kristie.jpg	(from https://heliospsych.com/)
00:53:05	182510/182510	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-renee-tringali.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-renee-tringali.jpg	(from https://heliospsych.com/)
00:53:05	299167/299167	---MC-	200	added ('OK')	image/jpeg	etag:%22-Gs6sA%22	https://heliospsych.com/img/head-shot-angie-hammoud.jpg	C:/My%20Web%20Sites/test3/heliospsych.com/img/head-shot-angie-hammoud.jpg	(from https://heliospsych.com/)
